class,data,tag,spe_tag,caption,label,pred
Rainy,Rainy\frame1187.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1188.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1189.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame119.jpg,['vehicle | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel entrance,0,-1
Rainy,Rainy\frame1190.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1191.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1192.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive | wet'],weather,a rainy day driving on a rainy day,0,0
Rainy,Rainy\frame1193.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1194.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1195.jpg,['rain | windshield | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1196.jpg,['rain | windshield | highway | mountain | road | car | truck | drive'],weather,the view of a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1197.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1198.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1199.jpg,['fog | rain | windshield | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame12.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame120.jpg,['rain | night | highway | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel entrance,0,0
Rainy,Rainy\frame1200.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1201.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy day on a rainy day,0,0
Rainy,Rainy\frame1202.jpg,['fog | rain | highway | mountain | road | cloud | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1203.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive | white | wet'],weather,a rainy day driving on a rainy day,0,0
Rainy,Rainy\frame1204.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1205.jpg,['traffic light | fog | rain | highway | mountain | road | car | drive | green'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1206.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1207.jpg,['fog | rain | windshield | highway | mountain | road | picture | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1208.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1209.jpg,['fog | rain | highway | vehicle | mountain | road | cloud | car | drive'],weather,a view of a foggy mountain side on a rainy day,0,0
Rainy,Rainy\frame121.jpg,['vehicle | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel tunnel,0,-1
Rainy,Rainy\frame1210.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1211.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1212.jpg,['fog | rain | highway | freeway | mountain | road | cloud | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1213.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1214.jpg,['rain | traffic | highway | vehicle | road | street | car | truck | drive | wet'],weather,a view of a rainy day on a rainy day,0,0
Rainy,Rainy\frame1215.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1216.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1217.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1218.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1219.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame122.jpg,['night | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel entrance,0,-1
Rainy,Rainy\frame1220.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1221.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1222.jpg,['rain | windshield | highway | road | car | window'],weather,a view of a car's dashboard through a windshield wiper,0,0
Rainy,Rainy\frame1223.jpg,['fog | rain | windshield | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1224.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1225.jpg,['rain | windshield | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard during a rainy day,0,0
Rainy,Rainy\frame1226.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1227.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1228.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1229.jpg,['rain | windshield | highway | vehicle | mountain | road | car | window'],weather,driving on a rainy day on a rainy day,0,0
Rainy,Rainy\frame123.jpg,['highway | vehicle | car | tunnel | truck | drive'],weather,a large semi truck driving into a tunnel entrance,0,-1
Rainy,Rainy\frame1230.jpg,['rain | windshield | highway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1231.jpg,['fog | rain | highway | freeway | road | car | drive | white'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1232.jpg,['fog | rain | highway | road | car | drive | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1233.jpg,['fog | rain | highway | freeway | vehicle | suv | road | car | truck | drive | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1234.jpg,['fog | rain | highway | freeway | vehicle | road | car | truck | drive | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1235.jpg,['fog | rain | highway | vehicle | road | car | drive | white'],weather,driving on a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1236.jpg,['rain | highway | vehicle | road | car | drive | green | white'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1237.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1238.jpg,['fog | rain | traffic | highway | vehicle | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1239.jpg,['fog | rain | traffic | highway | vehicle | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame124.jpg,['night | traffic | highway | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel entrance,0,-1
Rainy,Rainy\frame1240.jpg,['rain | traffic | highway | vehicle | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1241.jpg,['rain | highway | vehicle | road | car | drive'],weather,a view of a car windshield on a foggy day,0,0
Rainy,Rainy\frame1242.jpg,['rain | highway | vehicle | mountain | road | car | truck | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1243.jpg,['rain | windshield | highway | car window | mountain | road | car | window'],weather,a view of a car windshield on a foggy day,0,0
Rainy,Rainy\frame1244.jpg,['fog | rain | highway | vehicle | road | car | drive | wet'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1245.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1246.jpg,['fog | rain | highway | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1247.jpg,['fog | rain | highway | vehicle | road | car | drive | wet'],weather,a view of a foggy country road on a rainy day,0,0
Rainy,Rainy\frame1248.jpg,['rain | windshield | traffic | highway | vehicle | road | car | truck | drive | wet'],weather,a view of a car's dashboard during a rainy day,0,0
Rainy,Rainy\frame1249.jpg,['fog | rain | highway | vehicle | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame125.jpg,['car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel tunnel,0,-1
Rainy,Rainy\frame1250.jpg,['fog | rain | highway | vehicle | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1251.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1252.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1253.jpg,['rain | windshield | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1254.jpg,['fog | rain | windshield | highway | freeway | car window | vehicle | mountain | road | car | window | truck | drive'],weather,a foggy view of a car windshield on a rainy day,0,0
Rainy,Rainy\frame1255.jpg,['rain | highway | freeway | mountain | road | car | snow | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1256.jpg,['rain | traffic | highway | freeway | vehicle | road | car | lane | snow | drive | travel'],weather,a view of a car's windshield wiper on a foggy day,0,0
Rainy,Rainy\frame1257.jpg,['rain | traffic | highway | freeway | vehicle | road | car | lane | drive | wet'],weather,a view of a rainy day driving on a foggy day,0,0
Rainy,Rainy\frame1258.jpg,['rain | traffic | highway | freeway | vehicle | road | car | drive | wet'],weather,a view of a rainy day driving on a foggy day,0,0
Rainy,Rainy\frame1259.jpg,['rain | bridge | traffic | highway | vehicle | road | street | car | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame126.jpg,['rain | traffic | highway | vehicle | bus | road | street | car | drive | wet'],weather,a view of a rainy day from a car windshield,0,0
Rainy,Rainy\frame1260.jpg,['rain | traffic | highway | freeway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1261.jpg,['rain | traffic | highway | vehicle | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1262.jpg,['rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1263.jpg,['rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1264.jpg,['rain | traffic | highway | vehicle | road | car | drive | travel | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1265.jpg,['rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1266.jpg,['rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1267.jpg,['rain | traffic | highway | vehicle | road | car | drive | travel | green | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1268.jpg,['rain | traffic | highway | vehicle | road | car | drive | green | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1269.jpg,['rain | traffic | highway | vehicle | road | car | tunnel | drive | travel | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame127.jpg,['rain | night | highway | train | car | tunnel | truck | drive | wet'],weather,a large semi truck driving through a tunnel entrance,0,0
Rainy,Rainy\frame1270.jpg,['rain | bridge | traffic | highway | vehicle | road | car | drive'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1271.jpg,['rain | traffic | highway | vehicle | road | car | tunnel | drive | travel | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1272.jpg,['rain | traffic | highway | vehicle | road | picture | car | tunnel | drive | travel'],weather,a view of a car's windshield wiper on a foggy day,0,0
Rainy,Rainy\frame1273.jpg,['rain | highway | vehicle | road | picture | car | tunnel | drive | travel'],weather,a view of a car's windshield wiper on a rainy day,0,0
Rainy,Rainy\frame1274.jpg,['bridge | highway | vehicle | road | car | tunnel | drive'],weather,a view of a highway bridge on a foggy day,0,-1
Rainy,Rainy\frame1275.jpg,['vehicle | road | car | drive'],weather,a car's windshield wiper wipes on a rainy day,0,0
Rainy,Rainy\frame1276.jpg,['highway | vehicle | road | car | tunnel | drive | travel'],weather,a view of the tunnel entrance from the inside,0,-1
Rainy,Rainy\frame1277.jpg,['highway | vehicle | road | car | tunnel | drive | travel'],weather,a view of a tunnel's interior from the inside,0,-1
Rainy,Rainy\frame1278.jpg,['rain | traffic | vehicle | car | tunnel | drive'],weather,a view of the inside of a subway tunnel,0,0
Rainy,Rainy\frame1279.jpg,['rain | night | traffic | picture | car | tunnel | drive | rainy'],weather,a view of the inside of a subway car,0,0
Rainy,Rainy\frame128.jpg,['night | train | light | car | tunnel | truck'],weather,a large semi truck driving through a night city,0,-1
Rainy,Rainy\frame1280.jpg,['rain | night | traffic | highway | picture | car | tunnel | drive | dark'],weather,a night time view of a highway tunnel,0,0
Rainy,Rainy\frame1281.jpg,['rain | bridge | traffic | highway | vehicle | road | car | lane | drive | travel'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1282.jpg,['car | tunnel | drive | travel'],weather,a view of the inside of a subway tunnel,0,-1
Rainy,Rainy\frame1283.jpg,['car | tunnel | drive'],weather,a view of a tunnel's interior from the inside,0,-1
Rainy,Rainy\frame1284.jpg,['car | tunnel | drive'],weather,a view of a tunnel's interior from the inside,0,-1
Rainy,Rainy\frame1285.jpg,['rain | traffic | car | tunnel | drive'],weather,a view of the inside of a subway tunnel,0,0
Rainy,Rainy\frame1286.jpg,['rain | traffic | vehicle | car | tunnel | drive'],weather,a view of the inside of a subway tunnel,0,0
Rainy,Rainy\frame1287.jpg,['rain | traffic | vehicle | car | tunnel | drive | travel'],weather,a view of the inside of a car tunnel,0,0
Rainy,Rainy\frame1288.jpg,['rain | traffic | car | tunnel | drive'],weather,a time lapse photo of a tunnel's interior,0,0
Rainy,Rainy\frame1289.jpg,['rain | traffic | light | car | tunnel | drive | red'],weather,a view of the inside of a subway tunnel,0,0
Rainy,Rainy\frame129.jpg,['night | train | light | track | tunnel | travel'],weather,a commuter train is going through a subway tunnel,0,-1
Rainy,Rainy\frame1290.jpg,['rain | traffic | light | car | tunnel | drive | wet'],weather,a view of the inside of a subway tunnel,0,0
Rainy,Rainy\frame1291.jpg,['rain | traffic | car | tunnel | drive | wet'],weather,a view of the inside of a subway tunnel,0,0
Rainy,Rainy\frame1292.jpg,['rain | traffic | highway | vehicle | road | car | lane | drive'],weather,a view of a car's windshield wiper on a rainy day,0,0
Rainy,Rainy\frame1293.jpg,['rain | traffic | car | tunnel | drive | wet'],weather,a view of a tunnel's interior from the inside,0,0
Rainy,Rainy\frame1294.jpg,['rain | light | car | tunnel | drive'],weather,a view of the inside of a subway tunnel,0,0
Rainy,Rainy\frame1295.jpg,['traffic | light | car | tunnel | drive'],weather,a view of the inside of a metro tunnel,0,-1
Rainy,Rainy\frame1296.jpg,['rain | light | car | tunnel | drive | travel | dark | wet'],weather,a view of the inside of a tunnel road,0,0
Rainy,Rainy\frame1297.jpg,['rain | light | car | tunnel | drive | travel | dark | wet'],weather,a view of the inside of a tunnel entrance,0,0
Rainy,Rainy\frame1298.jpg,['rain | traffic | highway | vehicle | road | car | tunnel | truck | drive | travel'],weather,a view from inside of a car windshield,0,0
Rainy,Rainy\frame1299.jpg,['rain | windshield | traffic | highway | vehicle | mountain | road | car | truck | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame13.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame130.jpg,['night | highway | car | tunnel | truck | drive'],weather,a large semi truck driving through a night tunnel,0,-1
Rainy,Rainy\frame1300.jpg,['fog | rain | windshield | highway | road | car | drive | wet'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1301.jpg,['traffic light | fog | rain | windshield | highway | road | car | drive | green'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1302.jpg,['fog | rain | traffic | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1303.jpg,['rain | traffic | highway | vehicle | road | car | lane | drive'],weather,a view of a car's dashboard during a rain storm,0,0
Rainy,Rainy\frame1304.jpg,['fog | rain | traffic | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1305.jpg,['fog | rain | traffic | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1306.jpg,['fog | rain | traffic | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1307.jpg,['fog | rain | traffic | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1308.jpg,['fog | rain | traffic | highway | freeway | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1309.jpg,['fog | rain | highway | freeway | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame131.jpg,['rain | night | highway | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a night city tunnel,0,0
Rainy,Rainy\frame1310.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1311.jpg,['fog | rain | highway | freeway | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1312.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1313.jpg,['fog | rain | traffic | highway | freeway | vehicle | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1314.jpg,['rain | traffic | highway | vehicle | road | car | lane | drive'],weather,a view of a car's windshield wiper on a rainy day,0,0
Rainy,Rainy\frame1315.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1316.jpg,['fog | rain | highway | freeway | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1317.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1318.jpg,['fog | rain | highway | freeway | mountain | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1319.jpg,['fog | rain | windshield | highway | freeway | vehicle | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame132.jpg,['highway | car | tunnel | truck | drive | travel'],weather,a semi truck driving through a tunnel tunnel,0,-1
Rainy,Rainy\frame1320.jpg,['rain | windshield | highway | vehicle | road | car | window | person'],weather,driving on a rainy day on a rainy day,0,0
Rainy,Rainy\frame1321.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1322.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1323.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1324.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1325.jpg,['rain | traffic | highway | freeway | vehicle | road | car | lane | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1326.jpg,['rain | windshield | highway | vehicle | road | car | window'],weather,driving on a foggy rainy day,0,0
Rainy,Rainy\frame1327.jpg,['rain | highway | vehicle | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1328.jpg,['fog | rain | highway | vehicle | road | car | drive | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1329.jpg,['fog | rain | highway | vehicle | road | car | drive | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame133.jpg,['rain | night | highway | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel entrance,0,0
Rainy,Rainy\frame1330.jpg,['fog | rain | highway | vehicle | road | car | drive | white'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1331.jpg,['fog | rain | highway | vehicle | road | car | drive | green | white | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1332.jpg,['fog | rain | traffic | highway | freeway | vehicle | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1333.jpg,['fog | rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1334.jpg,['fog | rain | highway | vehicle | mountain | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1335.jpg,['fog | rain | traffic | highway | freeway | vehicle | mountain | road | car | drive | wet'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1336.jpg,['rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a rainy day on a country road,0,0
Rainy,Rainy\frame1337.jpg,['rain | traffic | highway | freeway | sign | road | car | lane | drive'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1338.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1339.jpg,['fog | rain | highway | freeway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame134.jpg,['rain | night | highway | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel entrance,0,0
Rainy,Rainy\frame1340.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1341.jpg,['fog | rain | windshield | highway | mountain | road | car | window'],weather,a view of a car windshield on a rainy day,0,0
Rainy,Rainy\frame1342.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1343.jpg,['fog | rain | traffic | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1344.jpg,['fog | rain | highway | freeway | bus | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1345.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1346.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1347.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1348.jpg,['rain | traffic | highway | freeway | street sign | sign | road | car | drive'],weather,a view of a car's dashboard during a rainy day,0,0
Rainy,Rainy\frame1349.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame135.jpg,['train | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel tunnel,0,-1
Rainy,Rainy\frame1350.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1351.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,0,0
Rainy,Rainy\frame1352.jpg,['rain | windshield | highway | car window | train | road | picture | car | window | dark'],weather,a view of a car windshield through a car windshield,0,0
Rainy,Rainy\frame1353.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1354.jpg,['fog | rain | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1355.jpg,['fog | rain | highway | freeway | vehicle | road | car | drive | white'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1356.jpg,['rain | traffic | highway | freeway | vehicle | road | car | drive | white'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1357.jpg,['rain | traffic | highway | freeway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1358.jpg,['rain | traffic | highway | freeway | road | car | drive'],weather,a view of a car's dashboard during a rain storm,0,0
Rainy,Rainy\frame1359.jpg,['rain | traffic | highway | street sign | sign | road | car | drive'],weather,a view of a two lane highway during a rainy day,0,0
Rainy,Rainy\frame136.jpg,['night | highway | train | car | tunnel | truck | drive | travel'],weather,a semi truck driving through a night city tunnel,0,-1
Rainy,Rainy\frame1360.jpg,['traffic light | rain | traffic | highway | road | car | drive | green'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1361.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1362.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,0,0
Rainy,Rainy\frame1363.jpg,['rain | traffic | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1364.jpg,['rain | traffic | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1365.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1366.jpg,['rain | windshield | highway | freeway | vehicle | road | picture | car | drive | wet'],weather,a view of a car's dashboard during a rainy day,0,0
Rainy,Rainy\frame1367.jpg,['fog | rain | traffic | highway | freeway | road | car | drive'],weather,a foggy drive on a rainy day,0,0
Rainy,Rainy\frame1368.jpg,['fog | rain | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame1369.jpg,['fog | rain | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
Rainy,Rainy\frame137.jpg,['rain | traffic | highway | vehicle | bus | road | car | drive | wet'],weather,a rainy day driving on a rainy day,0,0
Rainy,Rainy\frame1370.jpg,['rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a rainy day,0,0
Rainy,Rainy\frame1371.jpg,['fog | rain | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,0,0
